Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted,Weighted Score,Adoption Probability
Freya,Young Adult,Lilac Tortoiseshell,Female,5,3,2,4,5,Yes,1.9,63.89
Mufasa,Senior,Gray Tabby,Male,5,3,4,3,5,Yes,1.4,50.0
Wit,Mature Adult,Black and White,Male,4,3,2,5,2,Yes,2.0999999999999996,69.44
Bianca,Kitten,Tortoiseshell,Female,5,5,4,3,4,No,1.1,41.67
Kiwi,Mature Adult,Cinnamon,Female,5,5,4,4,5,No,1.2999999999999998,47.22
Evie,Senior,Dilute Tortoiseshell,Female,5,3,4,4,5,Yes,1.6999999999999997,58.33
Snickers,Kitten,Gray Tabby,Male,4,4,4,5,4,Yes,1.5,52.78
Lenny,Young Adult,Red,Male,5,4,4,4,4,Yes,1.6,55.56
Gabe,Young Adult,Chocolate and White,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Zevran,Mature Adult,Fawn,Male,4,4,3,4,3,Yes,1.4,50.0
Daisy,Mature Adult,Dilute Calico,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Penny,Young Adult,Chocolate Tabby,Female,4,3,4,4,4,Yes,1.4,50.0
Lilith,Kitten,Dilute Calico,Female,4,3,3,4,4,Yes,1.5,52.78
Helios,Mature Adult,Gray,Male,4,5,4,4,2,No,1.2,44.44
Beau,Senior,White,Male,4,3,2,4,4,Yes,1.6,55.56
Ziggy,Mature Adult,Fawn,Male,5,4,4,5,4,Yes,1.9,63.89
Sierra,Kitten,Dilute Calico,Female,4,2,2,4,4,Yes,1.8000000000000003,61.11
Bella,Mature Adult,Black and White,Female,4,5,3,5,3,Yes,1.5,52.78
Wilson,Senior,Red,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Murphy,Senior,Gray and White,Female,4,3,3,4,4,Yes,1.5,52.78
Nelson,Mature Adult,Gray,Male,5,3,3,3,4,Yes,1.5999999999999996,55.56
Nacho,Mature Adult,Red,Male,5,4,4,5,2,Yes,2.0999999999999996,69.44
Xena,Mature Adult,Calico,Female,4,4,4,5,4,Yes,1.5,52.78
Morty,Senior,Silver Tabby,Male,4,3,4,4,3,Yes,1.4999999999999998,52.78
Vikki,Senior,Brown and White Tabby,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Norbert,Kitten,Red Tabby,Male,5,4,3,6,3,Yes,2.3999999999999995,77.78
Libby,Young Adult,Cinnamon,Female,4,4,3,4,3,Yes,1.4,50.0
Sylvanas,Senior,Gray and White Tabby,Female,5,5,3,4,4,Yes,1.5,52.78
Dora,Senior,Orange,Female,5,5,1,3,4,Yes,1.4,50.0
Norbert,Kitten,Orange,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Jerry,Young Adult,Gray,Male,4,4,3,5,2,Yes,1.8,61.11
Poppy,Senior,Brown and White Tabby,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Maisy,Mature Adult,Cream Tabby,Female,4,5,4,3,3,No,0.8,33.33
Leo,Senior,Fawn,Male,4,4,4,4,5,No,1.1,41.67
Trouble,Mature Adult,Cinnamon,Male,4,4,3,5,3,Yes,1.7,58.33
Scout,Senior,Gray Tabby,Male,4,4,2,5,4,Yes,1.7000000000000002,58.33
Izzy,Senior,Lilac Tortoiseshell,Female,4,5,5,5,3,No,1.3,47.22
Julian,Young Adult,Red Tabby,Male,4,3,2,5,2,Yes,2.0999999999999996,69.44
Sam,Senior,White,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Tilly,Mature Adult,Silver Tabby,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Sushi,Kitten,Gray and White Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Adolin,Kitten,Orange,Male,4,3,4,4,4,Yes,1.4,50.0
Matty,Senior,Cinnamon,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Tilly,Young Adult,Black and White,Female,5,4,5,5,4,Yes,1.8000000000000003,61.11
Peaches,Young Adult,Calico,Female,5,3,4,4,4,Yes,1.7999999999999998,61.11
Sophie,Young Adult,Fawn,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Ruby,Young Adult,Gray Tabby,Female,5,4,4,4,3,Yes,1.7,58.33
Mochi,Mature Adult,Red,Female,5,4,4,5,4,Yes,1.9,63.89
Jinxy,Young Adult,Cream Tabby,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Izzy,Kitten,Gray Tabby,Female,5,3,3,5,4,Yes,2.1999999999999997,72.22
Cielo,Senior,White,Male,4,4,2,4,4,Yes,1.4,50.0
Milo,Mature Adult,Fawn,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Cleo,Mature Adult,Gray and White Tabby,Female,5,3,5,6,3,Yes,2.3999999999999995,77.78
Nero,Senior,Black,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Helios,Senior,Chocolate,Male,4,3,2,5,2,Yes,2.0999999999999996,69.44
Freya,Kitten,Silver Tabby,Female,4,4,2,4,4,Yes,1.4,50.0
Nico,Young Adult,Black and White,Male,3,5,3,3,4,No,0.4,22.22
Fiddler,Mature Adult,Red,Male,4,3,5,6,4,Yes,1.9,63.89
Kodi,Senior,Black,Male,4,3,2,6,3,Yes,2.3,75.0
Murphy,Kitten,Gray Tabby,Male,5,4,3,4,3,Yes,1.7999999999999996,61.11
Avi,Mature Adult,White,Male,4,2,3,5,2,Yes,2.2,72.22
Eden,Senior,Calico,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Matcha,Mature Adult,Cinnamon,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Gizmo,Mature Adult,Fawn,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Oliver,Young Adult,Chocolate,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Pancake,Young Adult,White,Female,4,5,3,3,2,No,1.0,38.89
Alistair,Mature Adult,Red Tabby,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Charlie,Senior,White,Male,5,3,3,5,3,Yes,2.3,75.0
Neil,Mature Adult,Red Tabby,Male,5,5,4,5,3,Yes,1.8,61.11
Wrex,Mature Adult,Chocolate Tabby,Male,4,6,2,4,4,No,0.9999999999999999,38.89
Sadie,Young Adult,Chocolate and White,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Coffee,Mature Adult,Chocolate and White,Female,5,5,5,4,4,No,1.2999999999999998,47.22
Acorn,Young Adult,Chocolate Tabby,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Snickers,Mature Adult,Torbie,Female,4,3,2,4,4,Yes,1.6,55.56
Gimli,Senior,Brown and White Tabby,Male,5,4,4,5,4,Yes,1.9,63.89
Luna,Young Adult,Chocolate and White,Female,5,4,4,4,4,Yes,1.6,55.56
Jinxy,Kitten,Black and White,Female,5,3,3,3,3,Yes,1.6999999999999997,58.33
Macaroni,Senior,Black,Male,3,4,4,4,5,No,0.7000000000000002,30.56
Athena,Young Adult,Gray and White Tabby,Female,4,4,3,5,2,Yes,1.8,61.11
Enzo,Young Adult,Silver Tabby,Male,5,3,6,4,5,Yes,1.4999999999999998,52.78
Dora,Senior,Red Tabby,Female,5,4,4,6,2,Yes,2.3999999999999995,77.78
Wilson,Kitten,Lilac,Male,5,5,3,5,4,Yes,1.8000000000000003,61.11
Max,Senior,Gray,Male,4,4,3,5,2,Yes,1.8,61.11
Jinxy,Mature Adult,Chocolate and White,Female,5,3,4,6,2,Yes,2.5999999999999996,83.33
Sylphrena,Mature Adult,Gray and White Tabby,Female,5,2,3,4,3,Yes,2.2,72.22
Tiger,Kitten,Cream Tabby,Male,4,3,4,5,3,Yes,1.8,61.11
Izzy,Young Adult,Fawn,Female,4,3,4,3,5,No,1.0,38.89
Agatha,Young Adult,Dilute Torbie,Female,4,3,2,4,3,Yes,1.7,58.33
Zeke,Senior,Lilac,Male,4,4,2,4,5,No,1.3,47.22
Sushi,Young Adult,Chocolate,Male,4,3,3,4,4,Yes,1.5,52.78
Tasha,Kitten,Dilute Torbie,Female,4,5,3,5,3,Yes,1.5,52.78
Wilson,Young Adult,Brown and White Tabby,Male,4,5,4,3,4,No,0.7000000000000001,30.56
Cosmo,Mature Adult,Brown and White Tabby,Male,4,3,3,4,2,Yes,1.7,58.33
Garrus,Kitten,Red,Male,4,4,3,5,3,Yes,1.7,58.33
Rasha,Kitten,Black and White,Female,4,5,5,4,4,No,0.9,36.11
Betsy,Mature Adult,Red Tabby,Female,4,4,2,4,6,No,1.2,44.44
Rick,Kitten,Chocolate and White,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Ruby,Young Adult,Black,Female,4,5,4,4,5,No,0.8999999999999999,36.11
Smokey,Senior,Brown and White Tabby,Male,4,3,3,4,4,Yes,1.5,52.78
Sprinkles,Mature Adult,Chocolate and White,Female,4,4,3,3,4,No,0.9999999999999999,38.89
Rico,Young Adult,Cream,Male,4,4,4,3,4,No,0.8999999999999998,36.11
Vesper,Young Adult,Brown and White Tabby,Male,3,3,2,5,3,Yes,1.6,55.56
Pumpkin,Senior,Lilac Tortoiseshell,Female,4,5,5,3,4,No,0.6,27.78
Fiddler,Young Adult,Lilac,Male,4,5,6,3,4,No,0.4999999999999999,25.0
Tawny,Mature Adult,Red,Female,3,5,4,4,5,No,0.5,25.0
Ruby,Young Adult,Gray,Female,4,4,3,6,2,Yes,2.0999999999999996,69.44
Sprinkles,Senior,Cream,Male,5,3,4,4,4,Yes,1.7999999999999998,61.11
Oliver,Senior,Gray,Male,4,4,3,3,5,No,0.8999999999999999,36.11
Evie,Mature Adult,Chocolate,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Neptune,Mature Adult,Orange,Male,4,3,4,5,4,Yes,1.7000000000000002,58.33
Matty,Young Adult,Silver Tabby,Male,4,4,3,4,2,Yes,1.5,52.78
Mittens,Mature Adult,Gray and White Tabby,Male,4,4,5,4,4,No,1.1,41.67
Mordin,Senior,Chocolate,Male,5,5,4,5,3,Yes,1.8,61.11
Arthas,Young Adult,Brown and White Tabby,Male,5,3,2,6,2,Yes,2.8,88.89
Nala,Mature Adult,Chocolate and White,Female,4,5,3,5,3,Yes,1.5,52.78
Nola,Mature Adult,Silver Tabby,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Anders,Young Adult,Lilac,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Mittens,Young Adult,Chocolate and White,Male,4,3,3,4,4,Yes,1.5,52.78
Cas,Kitten,Red Tabby,Male,6,4,5,6,2,Yes,2.7,86.11
Pistachio,Senior,Gray and White,Female,3,3,5,4,5,No,0.8,33.33
Boots,Mature Adult,Orange,Male,5,4,4,4,5,Yes,1.5,52.78
Lilith,Senior,Chocolate,Female,4,3,4,4,3,Yes,1.4999999999999998,52.78
Natasha,Young Adult,Cream Tabby,Female,3,4,4,4,3,No,0.9000000000000001,36.11
Nora,Kitten,Gray Tabby,Female,4,4,4,4,3,No,1.3,47.22
Winter,Kitten,Chocolate,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Penny,Young Adult,Cinnamon,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Catsanova,Young Adult,Silver Tabby,Male,5,3,2,6,2,Yes,2.8,88.89
Mochi,Senior,Chocolate Tabby,Female,4,5,4,6,4,Yes,1.6,55.56
Macaroni,Young Adult,Gray and White Tabby,Male,5,6,6,5,5,No,1.1999999999999997,44.44
Lilith,Senior,Chocolate,Female,5,3,2,5,2,Yes,2.5,80.56
Smudge,Senior,Black,Male,5,4,4,6,3,Yes,2.3,75.0
Dolly,Senior,Red,Female,5,4,5,5,3,Yes,1.9000000000000001,63.89
Fritz,Kitten,Red Tabby,Male,5,5,4,5,3,Yes,1.8,61.11
Nugget,Senior,Fawn,Male,4,3,4,5,3,Yes,1.8,61.11
Clawde,Senior,White,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Fiddler,Young Adult,Cinnamon,Male,4,5,3,4,3,No,1.2,44.44
Galadriel,Mature Adult,Black,Female,4,4,4,4,5,No,1.1,41.67
Liara,Young Adult,White,Female,4,3,4,4,3,Yes,1.4999999999999998,52.78
Hendrix,Young Adult,Lilac,Male,4,3,3,3,5,No,1.0999999999999999,41.67
Calliope,Mature Adult,Gray and White,Female,4,4,2,3,4,No,1.1,41.67
Morty,Young Adult,Gray and White,Male,4,4,2,3,4,No,1.1,41.67
Jerry,Young Adult,Lilac,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Maddy,Young Adult,Fawn,Female,4,4,3,5,3,Yes,1.7,58.33
Max,Mature Adult,Red Tabby,Male,4,5,3,4,3,No,1.2,44.44
Gimli,Young Adult,Orange,Male,5,6,5,3,5,No,0.6999999999999997,30.56
Rasha,Young Adult,Gray and White,Female,3,4,4,3,3,No,0.6,27.78
Dante,Young Adult,Lilac,Male,4,2,2,3,4,Yes,1.5,52.78
Maximus,Senior,Silver Tabby,Male,5,5,5,4,5,No,1.2,44.44
Jerry,Senior,Orange,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Cosmo,Senior,Red,Male,5,4,4,4,5,Yes,1.5,52.78
Matcha,Young Adult,Red Tabby,Female,3,4,3,4,4,No,0.9,36.11
Duchess,Senior,Gray and White Tabby,Female,4,5,3,4,3,No,1.2,44.44
Calliope,Kitten,Chocolate,Female,4,4,4,4,3,No,1.3,47.22
Ziggy,Kitten,Chocolate Tabby,Male,5,5,4,4,4,Yes,1.4,50.0
Matty,Senior,Gray and White,Male,4,4,2,5,2,Yes,1.9000000000000001,63.89
Kasumi,Mature Adult,Black,Female,4,3,4,4,2,Yes,1.5999999999999999,55.56
Sprinkles,Senior,Fawn,Male,4,5,5,5,3,No,1.3,47.22
Marshmallow,Young Adult,Gray and White Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
Zevran,Senior,Gray and White Tabby,Male,5,4,6,4,4,Yes,1.4,50.0
Helios,Mature Adult,Cinnamon,Male,4,4,4,3,4,No,0.8999999999999998,36.11
Rasha,Kitten,Dilute Torbie,Female,4,3,4,5,3,Yes,1.8,61.11
Aurora,Kitten,Chocolate,Female,3,3,2,4,4,No,1.2000000000000002,44.44
Winnie,Young Adult,Brown and White Tabby,Female,5,4,3,5,2,Yes,2.1999999999999997,72.22
Zeke,Young Adult,Orange,Male,5,3,3,5,3,Yes,2.3,75.0
Arwen,Senior,White,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Peaches,Young Adult,Cinnamon,Female,4,5,4,3,5,No,0.6000000000000001,27.78
Wrex,Mature Adult,White,Male,3,5,4,5,4,No,0.9000000000000002,36.11
Winter,Young Adult,Gray and White,Male,4,4,4,4,3,No,1.3,47.22
Millie,Mature Adult,Black and White,Female,4,4,5,5,5,No,1.3,47.22
Navani,Senior,Gray Tabby,Female,5,4,5,4,5,Yes,1.4,50.0
Marshmallow,Mature Adult,Dilute Torbie,Female,5,3,4,4,4,Yes,1.7999999999999998,61.11
Peaches,Kitten,Torbie,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Gabe,Young Adult,Red Tabby,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Cordelia,Kitten,Gray Tabby,Female,6,4,5,6,3,Yes,2.6000000000000005,83.33
Nola,Senior,Orange and White,Female,5,3,4,5,2,Yes,2.3,75.0
Wilson,Mature Adult,Gray and White,Male,4,4,3,5,2,Yes,1.8,61.11
Molly,Kitten,Brown and White Tabby,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Figaro,Senior,Gray Tabby,Male,4,3,4,5,4,Yes,1.7000000000000002,58.33
Hunter,Young Adult,Cream Tabby,Male,4,3,5,5,2,Yes,1.8,61.11
Atticus,Senior,Orange,Male,4,4,3,5,4,Yes,1.6,55.56
Celeste,Kitten,Gray Tabby,Female,4,6,5,4,5,No,0.5999999999999999,27.78
Calliope,Kitten,Cinnamon,Female,4,3,2,5,3,Yes,1.9999999999999998,66.67
Cosmo,Mature Adult,Chocolate,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Zelda,Mature Adult,Black,Female,4,3,2,4,2,Yes,1.8,61.11
Edie,Young Adult,Chocolate and White,Female,5,5,5,5,3,Yes,1.7,58.33
Matty,Young Adult,Chocolate and White,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Graham,Young Adult,Cinnamon,Male,4,4,2,3,5,No,1.0,38.89
Cordelia,Kitten,Gray Tabby,Female,5,5,5,5,4,Yes,1.6,55.56
Neptune,Senior,Chocolate,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Jasnah,Kitten,Dilute Calico,Female,4,4,3,5,3,Yes,1.7,58.33
Arwen,Young Adult,Fawn,Female,5,5,5,6,4,Yes,1.9,63.89
Stella,Kitten,Red,Female,4,4,3,4,3,Yes,1.4,50.0
Freya,Young Adult,White,Female,4,4,5,4,5,No,1.0,38.89
Mufasa,Mature Adult,Cinnamon,Male,4,4,4,4,5,No,1.1,41.67
Jasper,Senior,Cream,Male,4,6,5,4,6,No,0.4999999999999998,25.0
Sprinkles,Kitten,Red Tabby,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Julian,Senior,Cream,Male,5,2,4,5,4,Yes,2.3000000000000003,75.0
Jasmine,Kitten,Cinnamon,Female,5,4,4,5,4,Yes,1.9,63.89
Taffy,Mature Adult,Chocolate Tabby,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Atlas,Mature Adult,Orange and White,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Nikki,Senior,Torbie,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Nora,Kitten,Lilac Tortoiseshell,Female,5,6,5,5,4,Yes,1.4,50.0
Winnie,Mature Adult,Cream Tabby,Female,5,4,4,3,4,No,1.2999999999999998,47.22
Linguine,Young Adult,Chocolate and White,Male,5,6,5,4,4,No,1.0999999999999996,41.67
Beau,Kitten,Gray and White Tabby,Male,4,3,3,6,3,Yes,2.2,72.22
Remi,Senior,Chocolate and White,Male,4,4,2,4,2,Yes,1.6,55.56
Pistachio,Mature Adult,Orange and White,Female,4,5,3,4,5,No,1.0,38.89
Garrus,Young Adult,Gray and White,Male,4,5,6,4,3,No,0.8999999999999999,36.11
Lucky,Young Adult,White,Male,5,4,5,5,2,Yes,2.0,66.67
Neptune,Young Adult,Cinnamon,Male,3,3,2,4,4,No,1.2000000000000002,44.44
Bagel,Senior,White,Male,4,3,3,5,2,Yes,2.0,66.67
Ziggy,Kitten,Red Tabby,Male,5,4,4,4,4,Yes,1.6,55.56
Maximus,Young Adult,Gray,Male,5,4,2,5,4,Yes,2.1,69.44
Delphi,Senior,Brown and White Tabby,Female,4,4,5,5,3,Yes,1.5,52.78
Meg,Mature Adult,Gray,Female,5,4,4,5,5,Yes,1.7999999999999998,61.11
Max,Senior,Gray and White Tabby,Male,5,4,5,4,5,Yes,1.4,50.0
Oreo,Senior,Cinnamon,Male,4,3,2,6,3,Yes,2.3,75.0
Tilly,Kitten,Orange and White,Female,4,5,4,3,4,No,0.7000000000000001,30.56
Piper,Senior,Gray and White Tabby,Female,4,4,3,4,3,Yes,1.4,50.0
Nico,Senior,Gray Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
George,Kitten,Chocolate,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Tater,Young Adult,Chocolate and White,Male,4,3,3,4,4,Yes,1.5,52.78
Jinx,Mature Adult,Black,Male,3,5,3,6,3,Yes,1.4,50.0
Luna,Senior,Dilute Tortoiseshell,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Bagel,Kitten,Silver Tabby,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Trouble,Young Adult,Lilac,Male,6,4,4,4,5,Yes,1.9000000000000004,63.89
Stitch,Kitten,Chocolate,Male,4,5,3,5,3,Yes,1.5,52.78
Zeke,Young Adult,Chocolate,Male,5,3,3,5,2,Yes,2.3999999999999995,77.78
Vesper,Senior,Gray and White,Female,5,3,4,4,5,Yes,1.6999999999999997,58.33
Minerva,Mature Adult,Lilac,Female,5,5,4,4,4,Yes,1.4,50.0
Betsy,Kitten,Red,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Neo,Kitten,Cream,Male,5,4,4,3,3,Yes,1.3999999999999997,50.0
Neo,Young Adult,Orange and White,Male,4,5,3,3,3,No,0.8999999999999999,36.11
Darla,Kitten,Gray and White Tabby,Female,4,4,3,4,3,Yes,1.4,50.0
Fiddler,Mature Adult,Fawn,Male,5,5,3,5,2,Yes,2.0,66.67
Coffee,Young Adult,Black,Male,4,6,5,4,3,No,0.7999999999999998,33.33
Libby,Mature Adult,Chocolate and White,Female,5,4,4,4,3,Yes,1.7,58.33
Edie,Young Adult,Orange,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
Winnie,Young Adult,Chocolate Tabby,Female,5,5,5,4,5,No,1.2,44.44
Delphi,Mature Adult,Gray,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Bagel,Mature Adult,White,Male,3,3,1,5,4,Yes,1.6,55.56
Hendrix,Senior,Chocolate and White,Male,4,3,5,5,3,Yes,1.7,58.33
Sierra,Kitten,Fawn,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Hendrix,Senior,Lilac,Male,4,5,4,4,4,No,0.9999999999999999,38.89
Missy,Kitten,Silver Tabby,Female,5,5,4,5,4,Yes,1.7000000000000002,58.33
Rasha,Kitten,Cream Tabby,Female,4,4,2,4,4,Yes,1.4,50.0
Patch,Kitten,Red Tabby,Male,4,5,4,4,3,No,1.0999999999999999,41.67
Delphi,Young Adult,Gray and White,Female,4,5,5,5,2,Yes,1.4000000000000001,50.0
Mufasa,Senior,Chocolate,Male,5,4,6,3,6,No,0.8999999999999997,36.11
Peanut,Senior,White,Male,5,5,2,5,4,Yes,1.9,63.89
Alistair,Mature Adult,Fawn,Male,3,4,3,4,3,No,1.0,38.89
Leo,Senior,Fawn,Male,4,4,3,5,3,Yes,1.7,58.33
Nyxi,Kitten,Fawn,Female,5,4,3,5,3,Yes,2.0999999999999996,69.44
Dante,Kitten,Orange,Male,4,4,5,4,3,No,1.2,44.44
Sadie,Mature Adult,Red Tabby,Female,5,5,4,4,3,Yes,1.4999999999999998,52.78
Zoe,Senior,Dilute Torbie,Female,4,4,3,5,3,Yes,1.7,58.33
Murphy,Young Adult,White,Female,4,4,5,3,4,No,0.7999999999999999,33.33
Boots,Mature Adult,Cinnamon,Female,4,3,3,3,5,No,1.0999999999999999,41.67
Smudge,Senior,Gray and White,Male,4,5,3,5,3,Yes,1.5,52.78
Dante,Young Adult,Gray and White Tabby,Male,4,5,4,5,4,No,1.3000000000000003,47.22
Nyxi,Senior,Lilac Tortoiseshell,Female,4,5,3,3,4,No,0.7999999999999999,33.33
Edie,Mature Adult,Torbie,Female,5,4,4,4,3,Yes,1.7,58.33
Wilson,Mature Adult,Cinnamon,Male,5,4,4,5,4,Yes,1.9,63.89
Vesper,Senior,Cream,Female,4,5,3,5,2,Yes,1.6,55.56
Binx,Senior,Cinnamon,Male,3,4,3,4,5,No,0.8,33.33
Pistachio,Mature Adult,Gray and White Tabby,Female,4,3,2,4,3,Yes,1.7,58.33
Stitch,Kitten,Brown and White Tabby,Male,5,5,4,3,4,No,1.1,41.67
Katrina,Mature Adult,Cream Tabby,Female,5,4,3,4,5,Yes,1.5999999999999996,55.56
Sheba,Senior,Chocolate and White,Female,5,5,4,4,5,No,1.2999999999999998,47.22
Neil,Mature Adult,Red,Male,5,4,3,3,5,No,1.2999999999999998,47.22
Coffee,Young Adult,Cream Tabby,Female,4,6,4,4,4,No,0.7999999999999997,33.33
Aurora,Senior,Chocolate,Female,4,4,3,4,3,Yes,1.4,50.0
Helios,Young Adult,Orange and White,Male,4,4,2,5,2,Yes,1.9000000000000001,63.89
Katrina,Young Adult,Calico,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Nemo,Senior,Red Tabby,Male,4,5,5,4,4,No,0.9,36.11
Remi,Mature Adult,Gray Tabby,Male,4,3,2,5,2,Yes,2.0999999999999996,69.44
Chai,Young Adult,Orange and White,Female,4,3,4,4,4,Yes,1.4,50.0
Petunia,Mature Adult,Red,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Peanut,Young Adult,Red,Female,4,4,4,4,3,No,1.3,47.22
Tasha,Kitten,Cinnamon,Female,5,6,5,4,5,No,0.9999999999999998,38.89
Freya,Mature Adult,Cream,Female,4,3,4,5,3,Yes,1.8,61.11
Delphi,Mature Adult,Calico,Female,4,6,4,3,5,No,0.3999999999999998,22.22
Jinxy,Senior,Fawn,Female,5,3,3,5,4,Yes,2.1999999999999997,72.22
Fiddler,Mature Adult,Gray Tabby,Male,4,4,3,3,3,No,1.0999999999999999,41.67
Pistachio,Senior,Brown and White Tabby,Female,5,4,5,4,5,Yes,1.4,50.0
Kimchi,Kitten,Black and White,Male,5,5,3,4,3,Yes,1.5999999999999999,55.56
Celeste,Senior,Cream Tabby,Female,3,2,2,4,3,Yes,1.5,52.78
Darla,Mature Adult,Gray Tabby,Female,4,5,4,4,5,No,0.8999999999999999,36.11
Dean,Kitten,Black,Male,5,3,3,6,2,Yes,2.6999999999999993,86.11
Snickers,Mature Adult,Gray and White,Female,5,4,4,6,3,Yes,2.3,75.0
Katrina,Kitten,Gray and White Tabby,Female,4,4,3,3,4,No,0.9999999999999999,38.89
Fiddler,Kitten,Cream Tabby,Male,4,4,5,3,4,No,0.7999999999999999,33.33
Ivy,Mature Adult,Orange,Female,5,4,5,4,3,Yes,1.5999999999999999,55.56
Meg,Mature Adult,Orange,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Molly,Mature Adult,Cream Tabby,Female,4,3,4,4,4,Yes,1.4,50.0
Sammy,Young Adult,Gray Tabby,Male,5,3,5,6,2,Yes,2.4999999999999996,80.56
Pi ,Young Adult,Red,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Pumpkin,Young Adult,Lilac Tortoiseshell,Female,4,4,3,5,4,Yes,1.6,55.56
Betsy,Kitten,Fawn,Female,4,5,6,4,3,No,0.8999999999999999,36.11
Gizmo,Kitten,Red,Female,5,6,4,4,5,No,1.0999999999999996,41.67
Sushi,Senior,Chocolate,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Helios,Kitten,Silver Tabby,Male,4,3,2,4,4,Yes,1.6,55.56
Rosie,Mature Adult,Gray and White Tabby,Female,5,4,3,4,2,Yes,1.8999999999999997,63.89
Winter,Kitten,Gray and White Tabby,Female,4,5,6,4,3,No,0.8999999999999999,36.11
Boots,Kitten,Cream Tabby,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Axel,Young Adult,Silver Tabby,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Liara,Senior,Orange and White,Female,5,3,3,5,5,Yes,2.0999999999999996,69.44
Cas,Mature Adult,Black and White,Male,4,4,4,3,5,No,0.7999999999999998,33.33
Tulip,Mature Adult,Chocolate and White,Female,4,3,3,3,4,No,1.1999999999999997,44.44
Morty,Senior,Cream,Male,4,4,3,4,3,Yes,1.4,50.0
Furman,Mature Adult,Red Tabby,Male,5,4,3,4,3,Yes,1.7999999999999996,61.11
Dalinar,Kitten,Chocolate,Male,5,5,6,4,4,No,1.1999999999999997,44.44
Milo,Mature Adult,Chocolate and White,Male,4,4,3,5,2,Yes,1.8,61.11
Mochi,Young Adult,Lilac Tortoiseshell,Female,4,5,3,4,4,No,1.1,41.67
Lucifer,Kitten,Red,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Milo,Young Adult,Black,Male,4,5,4,5,4,No,1.3000000000000003,47.22
Edie,Senior,Calico,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Mordin,Young Adult,Fawn,Male,4,4,3,5,4,Yes,1.6,55.56
Finn,Mature Adult,Gray,Male,4,4,3,5,3,Yes,1.7,58.33
