Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted Prediction
Portia,Senior,Chocolate Tabby,Female,1,4,4,10,7,
Soju,Kitten,Chocolate,Male,6,5,5,6,5,
Sylvester,Young Adult,Chocolate Tabby,Male,5,1,3,3,4,
Tulip,Senior,Cream,Female,3,1,3,6,5,
Sasha,Kitten,Black,Female,5,1,4,4,4,
Sassy,Young Adult,Gray and White,Female,7,3,7,7,3,
Callie,Kitten,Gray and White,Female,2,4,3,9,6,
Felicity,Young Adult,Orange,Female,2,3,5,1,7,
Cash,Young Adult,Fawn,Male,6,1,1,7,1,
Linguine,Young Adult,Silver Tabby,Male,3,3,6,10,4,
Nova,Kitten,Gray and White Tabby,Female,6,6,3,3,1,
Furman,Senior,Fawn,Male,5,1,3,7,4,
Dean,Young Adult,Brown and White Tabby,Male,5,1,7,2,1,
Chloe,Young Adult,Dilute Tortoiseshell,Female,6,4,4,4,2,
Shadow,Young Adult,Gray and White,Male,5,3,5,5,1,
Rasha,Senior,White,Female,5,1,5,8,5,
Wanda,Senior,Orange and White,Female,4,1,1,9,2,
Jinx,Kitten,Tortoiseshell,Female,5,4,6,6,5,
Cosmo,Young Adult,Gray,Male,8,2,4,3,3,
Pistachio,Young Adult,Chocolate Tabby,Female,6,1,1,4,4,
Freya,Mature Adult,Red,Female,6,3,1,5,8,
Nelson,Mature Adult,Lilac,Male,7,2,5,3,3,
Chai,Senior,Black,Female,2,3,2,6,6,
Eden,Young Adult,Gray Tabby,Female,3,4,5,5,2,
Austin,Senior,White,Male,2,5,3,7,5,
Pistachio,Mature Adult,Gray Tabby,Female,4,3,3,4,7,
Soju,Young Adult,Gray,Male,10,2,5,6,4,
Piper,Senior,Silver Tabby,Female,3,3,1,5,5,
Muffin,Mature Adult,Gray and White Tabby,Female,6,1,9,6,5,
Rogue,Kitten,Black,Male,7,2,2,7,1,
Sushi,Young Adult,Gray,Male,6,1,4,4,2,
Arthas,Kitten,Brown and White Tabby,Male,4,1,6,4,5,
Beau,Mature Adult,Gray and White Tabby,Male,5,3,2,6,3,
Bitsy,Mature Adult,Chocolate,Female,3,4,4,4,5,
Marshmallow,Kitten,Cream,Male,4,3,3,5,2,
Athena,Senior,Black and White,Female,4,2,8,6,2,
Edie,Mature Adult,Gray and White,Female,3,1,2,4,1,
Olive,Young Adult,Cream,Female,5,3,3,7,3,
Nelson,Kitten,Orange,Male,1,1,3,2,3,
Pi ,Young Adult,Silver Tabby,Female,8,2,3,4,6,
Leliana,Senior,Black,Female,2,4,5,4,7,
Matty,Kitten,Black and White,Male,6,3,4,6,2,
Coffee,Young Adult,Silver Tabby,Female,7,2,8,4,1,
Evie,Mature Adult,Silver Tabby,Female,5,5,1,6,5,
Avi,Mature Adult,Chocolate,Male,4,5,7,5,4,
Ivy,Young Adult,Dilute Calico,Female,1,2,4,7,4,
Dorian,Senior,Gray and White,Male,4,1,3,4,4,
Rocky,Young Adult,Red Tabby,Male,4,4,5,6,4,
Pancake,Mature Adult,Brown and White Tabby,Female,1,1,4,3,5,
Clyde,Young Adult,Chocolate and White,Male,6,2,6,3,4,
Nemo,Young Adult,Chocolate Tabby,Male,5,2,2,4,5,
Ozzy,Kitten,Gray Tabby,Male,8,5,4,8,4,
Dolly,Mature Adult,Dilute Torbie,Female,7,3,3,7,2,
Dalinar,Kitten,Cream Tabby,Male,7,1,7,9,1,
Agnes,Senior,Cream Tabby,Female,5,2,6,1,5,
Lucky,Senior,Gray and White,Male,2,1,3,3,2,
Maisy,Young Adult,Fawn,Female,7,1,6,5,3,
Maisy,Mature Adult,Cream Tabby,Female,8,3,3,4,6,
Pi ,Senior,Dilute Torbie,Female,3,2,6,5,2,
Simba,Mature Adult,Cinnamon,Male,8,1,6,2,1,
Mika,Mature Adult,Gray and White Tabby,Male,1,1,6,7,1,
Maisy,Senior,Brown and White Tabby,Female,7,5,3,3,7,
Morrigan,Young Adult,Black and White,Female,7,4,6,4,3,
Felix,Mature Adult,Gray,Male,6,4,3,10,3,
Delphi,Mature Adult,Fawn,Female,6,2,5,9,5,
Bianca,Senior,Fawn,Female,6,3,4,3,3,
Chestnut,Kitten,Black,Male,7,4,5,4,1,
Ash,Senior,Black and White,Male,5,1,6,4,3,
Olive,Senior,Gray,Female,3,2,3,2,5,
Fergus,Young Adult,Orange,Male,2,4,3,2,3,
Gilly,Young Adult,Calico,Female,2,2,4,6,3,
Nibbler,Kitten,Red,Male,1,1,7,9,1,
Katrina,Kitten,Chocolate Tabby,Female,5,1,3,7,3,
Arthas,Young Adult,Gray and White Tabby,Male,6,6,5,7,6,
Avi,Senior,Gray Tabby,Male,6,3,6,6,1,
Ozzy,Kitten,Gray and White,Male,7,3,5,10,7,
Oliver,Kitten,Cream,Male,5,1,3,6,6,
Murphy,Senior,Gray and White Tabby,Male,1,2,9,4,4,
Persephone,Young Adult,Chocolate Tabby,Female,4,4,6,1,6,
Freya,Mature Adult,Brown and White Tabby,Female,2,1,5,3,3,
Tiger,Kitten,Chocolate,Male,4,5,5,4,5,
Taffy,Mature Adult,Chocolate,Female,4,3,2,5,2,
Arwen,Kitten,White,Female,7,3,7,7,2,
Sushi,Kitten,Chocolate,Male,7,2,5,2,6,
Cas,Mature Adult,Black and White,Male,2,2,9,6,3,
Tulip,Young Adult,Dilute Torbie,Female,7,4,8,5,1,
Nala,Mature Adult,Lilac,Female,5,1,5,5,3,
Gypsy,Senior,Fawn,Female,3,4,1,6,5,
Romeo,Young Adult,Chocolate Tabby,Male,2,3,3,6,1,
Marshmallow,Young Adult,Dilute Calico,Female,5,1,5,4,5,
Vikki,Kitten,Gray and White,Female,1,5,2,5,3,
Nikki,Young Adult,Cream Tabby,Female,4,2,6,8,6,
Zeke,Kitten,Brown and White Tabby,Male,3,3,4,7,4,
Zeke,Kitten,Fawn,Male,4,1,6,6,5,
Finn,Mature Adult,Red,Male,6,3,4,7,3,
Lucky,Mature Adult,White,Male,4,5,7,4,1,
Lenny,Mature Adult,Orange,Male,6,1,1,7,2,
Figaro,Kitten,Silver Tabby,Male,6,5,6,8,4,
Wrex,Young Adult,Brown and White Tabby,Male,4,2,2,5,2,
Meg,Mature Adult,Gray,Female,2,6,1,7,3,
Tilly,Senior,Orange,Female,2,3,5,10,6,
Marshmallow,Mature Adult,Brown and White Tabby,Female,6,2,4,4,1,
Stella,Kitten,Cinnamon,Female,3,3,6,5,1,
Nola,Mature Adult,Black and White,Female,3,4,6,7,6,
Cricket,Kitten,Gray and White,Male,6,4,4,8,3,
Dora,Kitten,Red,Female,2,4,4,7,8,
Apollo,Young Adult,Chocolate Tabby,Male,4,1,6,4,1,
Cooper,Young Adult,Silver Tabby,Male,7,1,2,4,3,
Donut,Senior,Fawn,Male,5,3,3,7,1,
Betsy,Senior,Black and White,Female,5,3,3,7,6,
Jinx,Mature Adult,Cream Tabby,Male,7,1,7,2,4,
Bella,Young Adult,Cream Tabby,Female,6,1,8,6,3,
Nelson,Young Adult,Chocolate Tabby,Male,5,3,7,4,2,
Oliver,Senior,Chocolate and White,Male,2,4,1,8,2,
Bast,Mature Adult,Red,Female,4,6,6,6,4,
Basil,Mature Adult,Gray Tabby,Male,5,1,4,5,3,
Stitch,Mature Adult,Chocolate and White,Male,6,2,4,6,4,
Sammy,Kitten,Gray Tabby,Male,2,2,7,5,7,
Pumpkin,Mature Adult,Dilute Torbie,Female,4,3,4,8,4,
Shallan,Mature Adult,Cinnamon,Female,4,5,4,5,3,
Cas,Young Adult,Red Tabby,Male,2,5,4,5,6,
Parsnip,Kitten,Red,Female,2,3,4,6,2,
Piper,Senior,Torbie,Female,5,5,6,5,2,
Wrex,Kitten,White,Male,4,3,1,4,7,
Kodi,Senior,Cream,Male,4,3,9,4,5,
Frodo,Kitten,Black,Male,4,5,8,9,4,
Sylvester,Kitten,Cream Tabby,Male,6,6,7,5,1,
Daisy,Mature Adult,Black and White,Female,6,3,5,6,4,
Hunter,Kitten,Brown and White Tabby,Male,4,1,4,5,2,
Matcha,Senior,Gray and White Tabby,Female,2,3,5,3,5,
Jinxy,Young Adult,Lilac,Female,7,3,6,2,5,
Peaches,Kitten,Gray Tabby,Female,5,1,6,6,6,
Nelson,Mature Adult,Gray,Male,4,3,5,4,1,
Macaroni,Senior,Silver Tabby,Male,1,4,3,4,1,
Neptune,Young Adult,Fawn,Male,3,1,10,7,5,
Starlight,Mature Adult,Gray Tabby,Female,8,1,4,7,1,
Smokey,Kitten,Chocolate Tabby,Male,5,6,5,9,5,
Matty,Mature Adult,Gray Tabby,Male,5,1,5,5,2,
Cooper,Kitten,Chocolate and White,Male,7,2,3,6,1,
Alina,Senior,Black,Female,5,1,4,4,1,
Mittens,Senior,Cream Tabby,Male,5,1,3,5,1,
Bilbo,Mature Adult,Chocolate and White,Male,1,5,5,3,1,
Coffee,Young Adult,Gray Tabby,Male,7,3,5,8,2,
Atlas,Senior,Orange and White,Male,3,5,4,5,5,
Graham,Kitten,Chocolate and White,Male,2,3,2,4,5,
Tasha,Kitten,Lilac,Female,4,1,5,6,1,
Celeste,Mature Adult,Brown and White Tabby,Female,7,3,4,7,1,
Acorn,Senior,Red,Male,6,2,4,3,5,
Mufasa,Kitten,Chocolate Tabby,Male,5,3,9,9,3,
Nemo,Kitten,Cream Tabby,Male,6,5,6,4,1,
Leo,Senior,Fawn,Male,2,2,6,6,4,
Nyxi,Young Adult,Silver Tabby,Female,2,2,5,6,2,
Bilbo,Senior,Gray and White,Male,1,2,3,4,1,
Nibbler,Kitten,Gray Tabby,Male,6,5,6,5,3,
Sushi,Young Adult,Chocolate,Male,4,2,7,5,1,
Waffles,Kitten,Fawn,Male,6,1,6,6,4,
Dora,Senior,Chocolate,Female,3,1,3,6,6,
Hunter,Kitten,Black and White,Male,3,6,5,5,1,
Buccatini,Mature Adult,White,Male,4,1,3,3,4,
Millie,Mature Adult,Gray,Female,7,3,4,4,5,
Eowyn,Kitten,Orange,Female,4,3,7,4,6,
Clawde,Senior,Gray and White Tabby,Male,6,1,7,1,1,
Piper,Young Adult,Dilute Calico,Female,4,7,5,4,2,
Kiwi,Young Adult,Gray and White,Female,4,2,7,4,1,
Norbert,Young Adult,White,Male,4,3,3,8,3,
Avi,Mature Adult,Gray,Male,4,2,4,4,2,
Tulip,Senior,Chocolate and White,Female,5,8,4,9,2,
Lucky,Mature Adult,Fawn,Male,4,1,7,4,5,
Boots,Kitten,Lilac,Female,7,3,5,7,1,
Athena,Young Adult,Lilac Tortoiseshell,Female,7,1,5,5,1,
Callie,Mature Adult,Torbie,Female,3,1,3,7,1,
Sammy,Mature Adult,Fawn,Male,2,3,4,5,3,
Macaroni,Mature Adult,Gray and White Tabby,Male,5,3,2,3,4,
Ruby,Senior,Cinnamon,Female,5,5,5,5,7,
Sassy,Young Adult,Brown and White Tabby,Female,5,5,5,6,3,
Stella,Young Adult,Torbie,Female,3,3,3,7,1,
Anders,Kitten,Cream Tabby,Male,7,1,1,3,2,
Calypso,Young Adult,Dilute Torbie,Female,4,4,4,4,4,
Norbert,Senior,Fawn,Male,5,3,7,4,7,
Dorian,Senior,Chocolate and White,Male,5,3,4,6,2,
Molly,Kitten,Dilute Tortoiseshell,Female,2,2,6,4,3,
Figaro,Senior,Red Tabby,Male,6,2,2,6,2,
Shallan,Senior,Cream Tabby,Female,4,2,8,7,1,
Avi,Senior,Silver Tabby,Male,8,3,6,7,1,
Natasha,Mature Adult,Dilute Torbie,Female,3,4,9,5,3,
Darla,Senior,Cream,Female,5,1,6,2,8,
Bilbo,Young Adult,Red Tabby,Male,3,3,4,5,5,
Enzo,Kitten,Chocolate Tabby,Male,3,3,6,3,2,
Lilo,Young Adult,Silver Tabby,Female,1,2,6,8,1,
Taffy,Senior,Gray and White Tabby,Female,5,1,3,8,5,
Sprinkles,Senior,Chocolate Tabby,Female,2,1,4,1,3,
Furman,Kitten,Fawn,Male,2,4,4,5,3,
Hendrix,Kitten,Chocolate,Male,5,1,6,4,6,
Stella,Kitten,Gray and White Tabby,Female,3,5,5,5,2,
Delphi,Kitten,Dilute Tortoiseshell,Female,4,4,1,4,6,
Winter,Mature Adult,Black,Female,3,6,6,7,8,
Vesper,Young Adult,Chocolate and White,Male,1,7,3,2,2,
Reptar,Mature Adult,Gray and White Tabby,Male,2,2,5,5,3,
Neptune,Mature Adult,Orange and White,Male,6,6,4,7,5,
Rick,Young Adult,Black and White,Male,7,3,2,6,4,
Oreo,Senior,Dilute Tortoiseshell,Female,5,5,6,8,1,
Lucy,Mature Adult,Gray Tabby,Female,3,2,2,5,3,
Vesper,Kitten,Dilute Tortoiseshell,Female,4,3,5,7,1,
Nora,Senior,Lilac Tortoiseshell,Female,1,1,8,8,4,
Orion,Mature Adult,Cream,Male,3,2,4,2,4,
Portia,Mature Adult,Cream,Female,6,2,6,8,6,
Wit,Mature Adult,Red Tabby,Male,6,3,6,5,2,
Sylvanas,Mature Adult,Calico,Female,4,2,3,4,9,
Wit,Senior,Chocolate,Male,3,2,5,5,3,
Parsnip,Young Adult,Gray Tabby,Female,6,4,2,1,4,
Kiwi,Young Adult,Lilac Tortoiseshell,Female,6,1,6,6,4,
Boots,Kitten,Brown and White Tabby,Male,3,4,5,4,6,
Macaroni,Mature Adult,Chocolate Tabby,Male,3,1,3,4,1,
Poppy,Senior,Silver Tabby,Female,4,7,6,10,5,
Lucy,Young Adult,Orange,Female,3,1,5,4,5,
Sophie,Young Adult,Lilac Tortoiseshell,Female,6,3,5,5,6,
Chai,Senior,Silver Tabby,Female,4,3,3,7,1,
Ziggy,Young Adult,Gray Tabby,Male,4,3,4,6,2,
Nikki,Mature Adult,Chocolate Tabby,Female,2,1,3,8,2,
Gizmo,Kitten,Chocolate and White,Female,7,1,5,6,5,
Nikki,Senior,Cinnamon,Female,5,4,1,4,8,
Bast,Senior,Red Tabby,Female,5,1,3,9,4,
Catsanova,Senior,Chocolate Tabby,Male,7,6,6,6,8,
Pi ,Mature Adult,Red Tabby,Female,5,3,4,4,3,
Penny,Senior,Gray Tabby,Female,6,1,7,6,2,
Waffles,Mature Adult,Gray and White Tabby,Male,3,3,6,4,2,
Delphi,Senior,Orange and White,Female,7,5,4,8,3,
Neil,Mature Adult,Orange,Male,7,1,2,3,2,
Xena,Kitten,Brown and White Tabby,Female,2,2,3,7,2,
Merlin,Mature Adult,Orange and White,Male,5,1,6,5,1,
Nero,Mature Adult,Chocolate,Male,8,2,4,5,7,
Wrex,Senior,Gray and White,Male,2,1,6,6,4,
Jinxy,Kitten,Gray,Female,3,5,3,9,3,
Ozzy,Senior,Chocolate Tabby,Male,6,4,6,7,7,
Neil,Young Adult,White,Male,5,1,5,8,6,
Nyxi,Young Adult,Cream Tabby,Female,8,4,6,3,3,
Shadow,Kitten,Cream Tabby,Male,4,2,4,3,2,
Matcha,Young Adult,Red Tabby,Female,5,2,4,1,3,
Flemeth,Young Adult,Red,Female,5,2,1,4,2,
Snickers,Young Adult,Orange,Male,5,3,8,5,5,
Dante,Mature Adult,Cinnamon,Male,4,3,8,3,1,
Coffee,Young Adult,Red Tabby,Female,4,1,4,4,3,
Dante,Senior,Cinnamon,Male,5,3,7,5,4,
Noodle,Mature Adult,Black,Male,6,5,5,7,5,
Sierra,Kitten,Gray Tabby,Female,4,3,1,3,4,
Wrex,Kitten,Gray and White Tabby,Male,5,2,2,2,1,
Penelope,Kitten,Gray Tabby,Female,5,1,7,4,3,
Edie,Senior,Dilute Tortoiseshell,Female,3,1,3,7,5,
Blossom,Senior,Gray,Female,4,3,5,5,1,
Sasha,Kitten,Lilac Tortoiseshell,Female,4,1,4,9,2,
Piper,Senior,Lilac Tortoiseshell,Female,3,1,8,5,5,
Rico,Senior,Orange,Male,1,4,4,5,4,
Clawde,Senior,Lilac,Male,5,1,5,5,6,
Smudge,Senior,Orange and White,Male,4,3,6,5,4,
Maddy,Young Adult,Black and White,Female,2,4,4,4,3,
Jasmine,Young Adult,White,Female,9,6,5,7,3,
Sylvanas,Mature Adult,Tortoiseshell,Female,3,3,4,5,3,
Neo,Senior,Chocolate,Male,7,1,5,6,4,
Izzy,Kitten,Lilac,Female,10,3,6,10,2,
Linguine,Senior,Red,Male,4,3,8,5,4,
Waffles,Kitten,Cream Tabby,Male,3,5,3,5,5,
Copurrnicus,Young Adult,White,Male,9,1,3,6,3,
Mochi,Young Adult,Dilute Torbie,Female,5,5,3,2,2,
Kona,Kitten,Orange and White,Male,4,2,3,9,3,
Gimli,Mature Adult,Fawn,Male,6,3,4,4,3,
Catsanova,Senior,Red,Male,4,3,5,5,3,
Sheba,Kitten,Orange and White,Female,5,1,3,5,5,
Acorn,Kitten,Cream,Male,1,1,6,1,3,
Clawde,Kitten,Orange,Male,6,5,5,4,2,
Starlight,Young Adult,White,Female,1,1,6,3,1,
Mika,Young Adult,White,Male,8,5,3,6,2,
Cooper,Kitten,Gray Tabby,Male,7,1,4,6,7,
Cordelia,Young Adult,Torbie,Female,3,3,4,5,1,
Kodi,Senior,Red Tabby,Male,7,4,3,7,2,
Catsanova,Kitten,Orange and White,Male,4,2,5,6,1,
Max,Kitten,Cream Tabby,Male,4,1,3,4,3,
Murphy,Mature Adult,Lilac Tortoiseshell,Female,5,4,2,7,5,
Wilson,Senior,Cinnamon,Male,4,6,2,6,5,
Sassy,Senior,Chocolate,Female,1,1,4,4,4,
Vesper,Young Adult,Lilac,Female,6,5,7,10,4,
Nyxi,Senior,Chocolate,Female,4,1,10,6,4,
Charlie,Young Adult,Orange and White,Male,6,5,1,5,6,
Nyxi,Senior,Black,Female,1,1,4,4,2,
Kasumi,Young Adult,Gray Tabby,Female,4,1,7,1,3,
Suki,Senior,Silver Tabby,Female,3,1,3,4,1,
Clawdia,Senior,Lilac Tortoiseshell,Female,9,2,7,8,6,
Simba,Young Adult,Fawn,Male,4,4,4,3,6,
Oreo,Kitten,Chocolate,Male,4,4,9,4,3,
Athena,Kitten,Orange,Female,3,4,5,6,4,
Arwen,Senior,Orange and White,Female,4,1,5,6,2,
Hendrix,Young Adult,Chocolate Tabby,Male,7,2,4,5,7,
Noodle,Senior,Fawn,Male,7,1,6,6,4,
Maximus,Kitten,Brown and White Tabby,Male,6,6,5,4,4,
Celeste,Senior,Silver Tabby,Female,7,1,5,9,1,
Loki,Senior,Brown and White Tabby,Male,8,3,6,6,1,
Nero,Senior,Gray,Male,4,1,3,9,7,
Bailey,Mature Adult,Gray and White,Female,3,2,4,6,3,
Sheba,Young Adult,Fawn,Female,5,1,5,5,5,
Helios,Senior,Orange,Male,5,2,7,5,4,
Julian,Young Adult,Orange,Male,7,4,5,1,4,
Edie,Mature Adult,Cream Tabby,Female,6,1,3,9,7,
Loki,Kitten,Gray Tabby,Male,1,1,6,8,1,
Calliope,Mature Adult,Chocolate Tabby,Female,4,2,7,4,2,
Stella,Senior,Dilute Tortoiseshell,Female,5,1,2,4,5,
Axel,Kitten,Orange and White,Male,6,1,5,5,2,
Eden,Kitten,Red,Female,7,4,3,5,1,
Wanda,Kitten,Gray Tabby,Female,3,1,6,2,6,
Hattie,Mature Adult,Orange,Female,7,1,3,3,6,
Persephone,Young Adult,Dilute Calico,Female,4,1,5,6,5,
Zoe,Young Adult,Red,Female,1,4,6,7,4,
Cosmo,Kitten,Silver Tabby,Male,6,4,4,5,1,
Pumpkin,Young Adult,Lilac,Female,4,1,4,6,7,
Jinxy,Senior,Tortoiseshell,Female,7,1,3,8,4,
Cosmo,Senior,Black and White,Male,7,5,3,8,2,
Lilith,Young Adult,Dilute Torbie,Female,6,1,3,5,3,
Boots,Senior,Chocolate and White,Female,6,4,1,6,3,
Julian,Senior,Red,Male,4,1,6,5,3,
Rogue,Mature Adult,Cinnamon,Male,7,4,4,4,2,
Rogue,Mature Adult,Dilute Tortoiseshell,Female,5,3,6,5,7,
Milo,Senior,Orange and White,Male,2,4,4,5,2,
Felicity,Senior,Gray Tabby,Female,1,3,3,2,1,
Peanut,Mature Adult,Black,Male,7,1,6,10,4,
Soju,Kitten,Red,Male,2,1,8,3,3,
Apollo,Kitten,Fawn,Male,4,4,4,2,1,
Nola,Senior,Chocolate,Female,1,4,4,4,1,
Peaches,Senior,Gray and White,Female,7,2,6,5,1,
Furman,Kitten,Orange,Male,5,5,2,6,3,
Soju,Mature Adult,Cream,Male,1,4,3,8,5,
Sassy,Young Adult,Gray and White,Female,3,7,4,6,5,
Portia,Senior,Brown and White Tabby,Female,4,1,7,2,2,
Lucifer,Mature Adult,Red,Male,5,3,2,4,2,
Darla,Senior,Orange and White,Female,6,3,2,6,4,
Cleocatra,Senior,Lilac Tortoiseshell,Female,2,1,3,8,6,
Vikki,Young Adult,Cinnamon,Female,3,3,8,7,3,
Loki,Senior,Cinnamon,Male,7,4,2,8,6,
Snickers,Mature Adult,Cream,Male,8,1,3,5,1,
Rocky,Kitten,Chocolate,Male,3,4,3,6,1,
Izzy,Mature Adult,Calico,Female,5,3,3,3,3,
Ash,Mature Adult,Lilac,Male,5,1,2,9,4,
Reptar,Kitten,Gray and White,Male,3,1,5,7,3,
Buccatini,Senior,Gray and White Tabby,Male,3,1,10,6,6,
Kasumi,Mature Adult,Cream,Female,4,2,4,10,2,
Vesper,Mature Adult,Lilac,Male,6,1,3,2,2,
Felix,Senior,Gray and White,Male,8,5,6,4,4,
Ozzy,Mature Adult,Red Tabby,Male,3,2,7,5,8,
Izzy,Young Adult,Dilute Torbie,Female,7,1,3,6,4,
Bianca,Senior,Calico,Female,5,2,6,7,5,
Nora,Young Adult,Silver Tabby,Female,6,4,1,6,2,
Oliver,Mature Adult,Gray and White Tabby,Male,5,3,4,3,2,
Adolin,Kitten,Gray Tabby,Male,4,1,7,8,6,
Kodi,Senior,Gray and White Tabby,Male,3,2,2,9,3,
Stella,Young Adult,Red,Female,3,2,2,6,2,
Mittens,Young Adult,Fawn,Male,2,2,6,5,8,
Adolin,Kitten,Red,Male,7,1,8,3,3,
Olive,Kitten,Tortoiseshell,Female,6,6,4,7,6,
Luna,Senior,Lilac,Female,2,5,2,4,1,
Winter,Senior,Chocolate and White,Male,4,4,2,7,5,
Austin,Young Adult,Gray and White,Male,9,4,2,8,3,
Cielo,Mature Adult,Black and White,Male,5,5,6,6,1,
Maximus,Mature Adult,Gray and White,Male,6,2,4,1,3,
Latte,Mature Adult,Gray Tabby,Male,4,10,6,5,5,
Sylvanas,Senior,Lilac Tortoiseshell,Female,3,3,7,6,4,
Princess,Senior,Red,Female,4,4,3,4,3,
Clawdia,Young Adult,Orange and White,Female,2,2,2,3,6,
Pumpkin,Senior,Dilute Calico,Female,6,3,3,2,4,
Dante,Senior,Orange and White,Male,5,1,4,9,2,
Dante,Young Adult,Chocolate and White,Male,2,2,4,8,5,
Tiger,Kitten,Red,Male,2,6,6,1,2,
Muffin,Senior,Dilute Calico,Female,3,2,4,7,3,
Mordin,Senior,Gray and White Tabby,Male,5,3,4,6,2,
Pancake,Mature Adult,Gray and White,Female,5,1,5,4,2,
Wilson,Mature Adult,Orange and White,Male,10,2,4,4,1,
Petunia,Young Adult,Lilac Tortoiseshell,Female,6,3,7,9,1,
Apollo,Mature Adult,White,Male,7,1,1,6,4,
Beau,Young Adult,Gray Tabby,Male,7,4,1,8,4,
Austin,Young Adult,Gray and White Tabby,Male,5,4,3,6,3,
Nikki,Senior,Torbie,Female,4,5,6,3,4,
Kasumi,Mature Adult,Black,Female,6,7,4,6,4,
Sammy,Kitten,Gray and White,Male,2,2,4,5,4,
Peaches,Kitten,Gray and White Tabby,Female,6,2,7,7,5,
Anders,Kitten,Brown and White Tabby,Male,3,2,3,5,4,
Salem,Senior,Silver Tabby,Male,3,1,3,5,3,
Chai,Senior,Lilac Tortoiseshell,Female,4,1,5,3,4,
Sprinkles,Young Adult,Orange,Female,6,2,3,6,3,
Tali,Young Adult,Cream Tabby,Female,1,3,3,6,1,
Sylphrena,Senior,Chocolate,Female,5,6,1,8,3,
Penny,Kitten,Gray and White Tabby,Female,5,2,1,2,4,
Kona,Mature Adult,Chocolate and White,Male,4,1,3,2,7,
Agnes,Kitten,Cream,Female,5,3,3,4,3,
Avery,Young Adult,Gray and White,Female,5,4,7,4,1,
Murphy,Kitten,Silver Tabby,Female,5,2,6,7,2,
Chestnut,Senior,Orange,Male,7,2,3,8,5,
Cricket,Kitten,Gray Tabby,Male,5,2,6,6,5,
Fergus,Senior,Brown and White Tabby,Male,7,3,5,7,2,
Katrina,Kitten,Gray and White,Female,2,1,6,7,7,
Sassy,Kitten,Orange and White,Female,6,1,5,7,4,
Evie,Senior,Gray and White Tabby,Female,6,3,2,6,4,
Tasha,Kitten,Chocolate,Female,6,2,6,3,4,
Fergus,Mature Adult,Gray Tabby,Male,2,1,5,4,1,
Noodle,Kitten,Chocolate and White,Male,4,3,4,10,4,
Nala,Mature Adult,Dilute Tortoiseshell,Female,3,5,3,5,1,
Peanut,Mature Adult,Orange and White,Female,8,3,6,5,7,
Pancake,Senior,White,Female,4,2,7,6,4,
Ivy,Kitten,Gray and White Tabby,Female,7,3,7,7,5,
Sam,Young Adult,Cinnamon,Male,7,2,5,5,3,
Calliope,Senior,Calico,Female,4,1,5,5,2,
Chestnut,Young Adult,Chocolate Tabby,Male,5,3,7,7,3,
Romeo,Mature Adult,Cream Tabby,Male,3,7,3,5,2,
Katrina,Senior,Brown and White Tabby,Female,6,7,5,7,2,
Merlin,Mature Adult,Gray,Male,6,8,9,5,7,
Wanda,Kitten,Cream,Female,3,4,6,5,7,
Dora,Kitten,Orange,Female,4,1,5,5,3,
Jinx,Mature Adult,Chocolate Tabby,Male,3,1,4,6,3,
Millie,Senior,Red,Female,6,4,5,8,4,
George,Senior,Chocolate,Male,5,6,3,3,3,
Portia,Young Adult,Torbie,Female,5,6,3,6,5,
Anna,Kitten,Fawn,Female,5,2,3,10,4,
Edie,Kitten,Lilac,Female,3,1,3,3,1,
Nala,Senior,Black and White,Female,3,1,2,3,1,
Norbert,Senior,Cream,Male,5,3,7,7,3,
Bailey,Young Adult,Cream,Female,7,3,5,4,5,
Binx,Mature Adult,Gray,Male,4,3,7,4,6,
Daisy,Mature Adult,Calico,Female,1,1,8,2,3,
Molly,Mature Adult,Fawn,Female,1,1,1,7,3,
Tawny,Mature Adult,Calico,Female,1,2,6,4,3,
Evie,Young Adult,Cinnamon,Female,4,4,3,7,6,
Bailey,Senior,Black,Female,3,3,6,3,2,
Misty,Young Adult,Gray,Female,2,1,2,6,1,
Muffin,Mature Adult,Gray and White Tabby,Female,1,2,5,5,4,
Aloy,Kitten,Gray,Female,3,4,3,7,3,
Rosie,Senior,Gray Tabby,Female,8,1,5,6,3,
Morty,Senior,Chocolate and White,Male,9,1,1,8,8,
Pancake,Mature Adult,Calico,Female,4,3,7,5,1,
Rosie,Mature Adult,White,Female,5,4,2,6,1,
Celeste,Kitten,Brown and White Tabby,Female,2,4,1,2,4,
Ash,Young Adult,Gray Tabby,Male,5,4,3,9,4,
Cleocatra,Young Adult,Red Tabby,Female,3,5,6,4,4,
Boots,Kitten,Chocolate,Male,6,2,6,7,6,
Jinx,Young Adult,Gray Tabby,Female,6,1,7,7,9,
Furman,Mature Adult,Gray,Male,3,4,3,7,3,
Oreo,Young Adult,Chocolate and White,Female,10,3,4,5,1,
Lenny,Senior,Gray Tabby,Male,6,1,2,5,6,
Tali,Mature Adult,Cream,Female,7,2,3,8,5,
Nova,Mature Adult,Red Tabby,Female,4,1,5,6,8,
Peanut,Young Adult,Cream,Female,1,3,2,4,5,
Cas,Mature Adult,White,Male,3,2,6,6,2,
Freya,Senior,Black and White,Female,5,1,5,6,7,
Ruby,Young Adult,White,Female,6,1,3,7,1,
Piper,Young Adult,Dilute Torbie,Female,7,2,4,7,5,
